Distribution,Sample Size,Bin Count,CI_HDEM_AMISE_Lower Mean,CI_HDEM_AMISE_Lower CI Lower,CI_HDEM_AMISE_Lower CI Upper,CI_HDEM_AMISE_Mean Mean,CI_HDEM_AMISE_Mean CI Lower,CI_HDEM_AMISE_Mean CI Upper,CI_HDEM_AMISE_Upper Mean,CI_HDEM_AMISE_Upper CI Lower,CI_HDEM_AMISE_Upper CI Upper,CI_HDEM_IMSE_Lower Mean,CI_HDEM_IMSE_Lower CI Lower,CI_HDEM_IMSE_Lower CI Upper,CI_HDEM_IMSE_Mean Mean,CI_HDEM_IMSE_Mean CI Lower,CI_HDEM_IMSE_Mean CI Upper,CI_HDEM_IMSE_Upper Mean,CI_HDEM_IMSE_Upper CI Lower,CI_HDEM_IMSE_Upper CI Upper,CI_HDEM_MAE_Lower Mean,CI_HDEM_MAE_Lower CI Lower,CI_HDEM_MAE_Lower CI Upper,CI_HDEM_MAE_Mean Mean,CI_HDEM_MAE_Mean CI Lower,CI_HDEM_MAE_Mean CI Upper,CI_HDEM_MAE_Upper Mean,CI_HDEM_MAE_Upper CI Lower,CI_HDEM_MAE_Upper CI Upper,CI_HDEM_MIAE_Lower Mean,CI_HDEM_MIAE_Lower CI Lower,CI_HDEM_MIAE_Lower CI Upper,CI_HDEM_MIAE_Mean Mean,CI_HDEM_MIAE_Mean CI Lower,CI_HDEM_MIAE_Mean CI Upper,CI_HDEM_MIAE_Upper Mean,CI_HDEM_MIAE_Upper CI Lower,CI_HDEM_MIAE_Upper CI Upper,CI_HDEM_MISE_Lower Mean,CI_HDEM_MISE_Lower CI Lower,CI_HDEM_MISE_Lower CI Upper,CI_HDEM_MISE_Mean Mean,CI_HDEM_MISE_Mean CI Lower,CI_HDEM_MISE_Mean CI Upper,CI_HDEM_MISE_Upper Mean,CI_HDEM_MISE_Upper CI Lower,CI_HDEM_MISE_Upper CI Upper,CI_HDEM_MSE_Lower Mean,CI_HDEM_MSE_Lower CI Lower,CI_HDEM_MSE_Lower CI Upper,CI_HDEM_MSE_Mean Mean,CI_HDEM_MSE_Mean CI Lower,CI_HDEM_MSE_Mean CI Upper,CI_HDEM_MSE_Upper Mean,CI_HDEM_MSE_Upper CI Lower,CI_HDEM_MSE_Upper CI Upper,CI_HDEM_Normalized MAE_Lower Mean,CI_HDEM_Normalized MAE_Lower CI Lower,CI_HDEM_Normalized MAE_Lower CI Upper,CI_HDEM_Normalized MAE_Mean Mean,CI_HDEM_Normalized MAE_Mean CI Lower,CI_HDEM_Normalized MAE_Mean CI Upper,CI_HDEM_Normalized MAE_Upper Mean,CI_HDEM_Normalized MAE_Upper CI Lower,CI_HDEM_Normalized MAE_Upper CI Upper,CI_HDEM_Normalized MSE_Lower Mean,CI_HDEM_Normalized MSE_Lower CI Lower,CI_HDEM_Normalized MSE_Lower CI Upper,CI_HDEM_Normalized MSE_Mean Mean,CI_HDEM_Normalized MSE_Mean CI Lower,CI_HDEM_Normalized MSE_Mean CI Upper,CI_HDEM_Normalized MSE_Upper Mean,CI_HDEM_Normalized MSE_Upper CI Lower,CI_HDEM_Normalized MSE_Upper CI Upper,CI_Hist_AMISE_Lower Mean,CI_Hist_AMISE_Lower CI Lower,CI_Hist_AMISE_Lower CI Upper,CI_Hist_AMISE_Mean Mean,CI_Hist_AMISE_Mean CI Lower,CI_Hist_AMISE_Mean CI Upper,CI_Hist_AMISE_Upper Mean,CI_Hist_AMISE_Upper CI Lower,CI_Hist_AMISE_Upper CI Upper,CI_Hist_IMSE_Lower Mean,CI_Hist_IMSE_Lower CI Lower,CI_Hist_IMSE_Lower CI Upper,CI_Hist_IMSE_Mean Mean,CI_Hist_IMSE_Mean CI Lower,CI_Hist_IMSE_Mean CI Upper,CI_Hist_IMSE_Upper Mean,CI_Hist_IMSE_Upper CI Lower,CI_Hist_IMSE_Upper CI Upper,CI_Hist_MAE_Lower Mean,CI_Hist_MAE_Lower CI Lower,CI_Hist_MAE_Lower CI Upper,CI_Hist_MAE_Mean Mean,CI_Hist_MAE_Mean CI Lower,CI_Hist_MAE_Mean CI Upper,CI_Hist_MAE_Upper Mean,CI_Hist_MAE_Upper CI Lower,CI_Hist_MAE_Upper CI Upper,CI_Hist_MIAE_Lower Mean,CI_Hist_MIAE_Lower CI Lower,CI_Hist_MIAE_Lower CI Upper,CI_Hist_MIAE_Mean Mean,CI_Hist_MIAE_Mean CI Lower,CI_Hist_MIAE_Mean CI Upper,CI_Hist_MIAE_Upper Mean,CI_Hist_MIAE_Upper CI Lower,CI_Hist_MIAE_Upper CI Upper,CI_Hist_MISE_Lower Mean,CI_Hist_MISE_Lower CI Lower,CI_Hist_MISE_Lower CI Upper,CI_Hist_MISE_Mean Mean,CI_Hist_MISE_Mean CI Lower,CI_Hist_MISE_Mean CI Upper,CI_Hist_MISE_Upper Mean,CI_Hist_MISE_Upper CI Lower,CI_Hist_MISE_Upper CI Upper,CI_Hist_MSE_Lower Mean,CI_Hist_MSE_Lower CI Lower,CI_Hist_MSE_Lower CI Upper,CI_Hist_MSE_Mean Mean,CI_Hist_MSE_Mean CI Lower,CI_Hist_MSE_Mean CI Upper,CI_Hist_MSE_Upper Mean,CI_Hist_MSE_Upper CI Lower,CI_Hist_MSE_Upper CI Upper,CI_Hist_Normalized MAE_Lower Mean,CI_Hist_Normalized MAE_Lower CI Lower,CI_Hist_Normalized MAE_Lower CI Upper,CI_Hist_Normalized MAE_Mean Mean,CI_Hist_Normalized MAE_Mean CI Lower,CI_Hist_Normalized MAE_Mean CI Upper,CI_Hist_Normalized MAE_Upper Mean,CI_Hist_Normalized MAE_Upper CI Lower,CI_Hist_Normalized MAE_Upper CI Upper,CI_Hist_Normalized MSE_Lower Mean,CI_Hist_Normalized MSE_Lower CI Lower,CI_Hist_Normalized MSE_Lower CI Upper,CI_Hist_Normalized MSE_Mean Mean,CI_Hist_Normalized MSE_Mean CI Lower,CI_Hist_Normalized MSE_Mean CI Upper,CI_Hist_Normalized MSE_Upper Mean,CI_Hist_Normalized MSE_Upper CI Lower,CI_Hist_Normalized MSE_Upper CI Upper
weibull,1000,10,9.996939557086244e-09,,,2.3918992614640976e-08,,,3.784104567219571e-08,,,3.161309863142739e-07,,,7.56384959990116e-07,,,1.1966389336659585e-06,,,0.0003217393726477,,,0.0004648987348036,,,0.0006080580969596,,,0.0001250130617853,,,0.000177211674242,,,0.0002294102866987,,,1.2797945951328466e-07,,,2.829746251118498e-07,,,4.37969790710415e-07,,,3.161309863142739e-07,,,7.56384959990116e-07,,,1.1966389336659585e-06,,,3.217393726477356e-07,,,4.648987348036795e-07,,,6.080580969596235e-07,,,3.161309863142738e-10,,,7.563849599901158e-10,,,1.196638933665958e-09,,,1.4996546170166662e-35,,,3.24212873326537e-35,,,4.984602849514074e-35,,,4.7423242933601696e-34,,,1.0252511264595088e-33,,,1.5762698235830003e-33,,,1.3626104965840775e-17,,,1.8643940558060732e-17,,,2.3661776150280697e-17,,,5.096411269355335e-18,,,7.288671501728676e-18,,,9.480931734102017e-18,,,1.80158927806206e-34,,,4.0620492812199214e-34,,,6.322509284377784e-34,,,4.7423242933601696e-34,,,1.0252511264595088e-33,,,1.5762698235830003e-33,,,1.3626104965840776e-20,,,1.8643940558060734e-20,,,2.3661776150280702e-20,,,4.7423242933601695e-37,,,1.0252511264595089e-36,,,1.5762698235830004e-36,,
weibull,1000,15,7.543487179580949e-09,,,1.86566756514279e-08,,,2.9769864123274853e-08,,,2.385460098775541e-07,,,5.899758862551779e-07,,,9.414057626328016e-07,,,0.000272522832071,,,0.0003851442931608,,,0.0004977657542506,,,7.062164513622828e-05,,,9.4071896516957e-05,,,0.0001175221478976,,,6.475957577793053e-08,,,1.3753204778447758e-07,,,2.103045197910246e-07,,,2.385460098775541e-07,,,5.899758862551779e-07,,,9.414057626328016e-07,,,2.725228320710924e-07,,,3.8514429316085577e-07,,,4.977657542506191e-07,,,2.385460098775542e-10,,,5.89975886255178e-10,,,9.414057626328016e-10,,,1.308086142472929e-35,,,2.0258063275177949e-35,,,2.743526512562661e-35,,,4.1365315859179745e-34,,,6.406162093337269e-34,,,8.675792600756565e-34,,,1.1753926136525254e-17,,,1.4982228420853024e-17,,,1.8210530705180797e-17,,,2.9389097729259905e-18,,,3.719376971859516e-18,,,4.499844170793041e-18,,,1.0398567034691215e-34,,,1.5888859531262132e-34,,,2.1379152027833044e-34,,,4.1365315859179745e-34,,,6.406162093337269e-34,,,8.675792600756565e-34,,,1.1753926136525252e-20,,,1.4982228420853022e-20,,,1.8210530705180796e-20,,,4.1365315859179735e-37,,,6.406162093337269e-37,,,8.675792600756565e-37,,
weibull,1000,20,1.0935418883375597e-08,,,4.4884828602869744e-08,,,7.883423832236387e-08,,,3.458083083948209e-07,,,1.4193829077134167e-06,,,2.492957507032013e-06,,,0.0004632512774902,,,0.0006726740485299,,,0.0008820968195695,,,9.224809995514704e-05,,,0.0001206027318667,,,0.0001489573637784,,,7.467909458780669e-08,,,2.4105633272759924e-07,,,4.074335708673918e-07,,,3.458083083948209e-07,,,1.4193829077134167e-06,,,2.492957507032013e-06,,,4.632512774902961e-07,,,6.726740485299254e-07,,,8.820968195695548e-07,,,3.4580830839482065e-10,,,1.4193829077134162e-09,,,2.492957507032012e-09,,,1.1639174851248939e-35,,,1.9830967322683737e-35,,,2.8022759794118536e-35,,,3.6806302614898153e-34,,,6.271102494405192e-34,,,8.861574727320568e-34,,,1.1132500290795617e-17,,,1.512678871051776e-17,,,1.9121077130239906e-17,,,2.1345270827022733e-18,,,2.783215761529655e-18,,,3.4319044403570372e-18,,,7.140082311745883e-35,,,1.1418857454601254e-34,,,1.5697632597456623e-34,,,3.6806302614898153e-34,,,6.271102494405192e-34,,,8.861574727320568e-34,,,1.1132500290795619e-20,,,1.512678871051776e-20,,,1.9121077130239902e-20,,,3.6806302614898152e-37,,,6.271102494405192e-37,,,8.86157472732057e-37,,
weibull,1000,25,6.544695610497843e-08,,,1.6601093889027377e-07,,,2.665749216755691e-07,,,2.0696144721679387e-06,,,5.249726833962907e-06,,,8.429839195757876e-06,,,0.0008207713317362,,,0.0011382069933422,,,0.0014556426549482,,,0.0001196006030318,,,0.0001688409573199,,,0.000218081311608,,,2.8841815382108617e-07,,,7.856575551353886e-07,,,1.282896956449691e-06,,,2.0696144721679387e-06,,,5.249726833962907e-06,,,8.429839195757876e-06,,,8.20771331736252e-07,,,1.1382069933422274e-06,,,1.4556426549482028e-06,,,2.069614472167938e-09,,,5.2497268339629065e-09,,,8.429839195757874e-09,,,1.2176280133392887e-35,,,1.799852287389508e-35,,,2.3820765614397272e-35,,,3.850477864978038e-34,,,5.691632680014799e-34,,,7.532787495051558e-34,,,1.305055439321225e-17,,,1.540347710493606e-17,,,1.7756399816659868e-17,,,1.915110625783024e-18,,,2.2874837615015456e-18,,,2.659856897220067e-18,,,5.642655010018134e-35,,,8.47422974619708e-35,,,1.1305804482376027e-34,,,3.850477864978038e-34,,,5.691632680014799e-34,,,7.532787495051558e-34,,,1.3050554393212252e-20,,,1.5403477104936062e-20,,,1.775639981665987e-20,,,3.850477864978039e-37,,,5.691632680014799e-37,,,7.532787495051559e-37,,
weibull,1000,30,5.2281917673141095e-08,,,1.5449816625934746e-07,,,2.567144148455538e-07,,,1.6532994028853638e-06,,,4.885660996989144e-06,,,8.118022591092924e-06,,,0.0008487800553505,,,0.0010746753918827,,,0.0013005707284148,,,0.0001118147523768,,,0.0001491394636302,,,0.0001864641748836,,,2.1341168721812126e-07,,,7.001106913078854e-07,,,1.1868096953976497e-06,,,1.6532994028853638e-06,,,4.885660996989144e-06,,,8.118022591092924e-06,,,8.487800553505549e-07,,,1.074675391882721e-06,,,1.3005707284148871e-06,,,1.653299402885363e-09,,,4.885660996989143e-09,,,8.118022591092923e-09,,,1.0734472553679638e-35,,,1.6241630575009415e-35,,,2.1748788596339192e-35,,,3.3945382750191733e-34,,,5.136054553205998e-34,,,6.877570831392823e-34,,,1.1024367373403757e-17,,,1.360890566903805e-17,,,1.6193443964672342e-17,,,1.5408981169909074e-18,,,1.852579106887418e-18,,,2.1642600967839293e-18,,,4.6926124923305455e-35,,,7.036639321261223e-35,,,9.3806661501919e-35,,,3.3945382750191733e-34,,,5.136054553205998e-34,,,6.877570831392823e-34,,,1.1024367373403759e-20,,,1.360890566903805e-20,,,1.6193443964672343e-20,,,3.394538275019172e-37,,,5.136054553205997e-37,,,6.877570831392822e-37,,
weibull,1000,50,7.209686624302036e-08,,,1.1580955175584109e-07,,,1.595222372686618e-07,,,2.279903094884509e-06,,,3.662219583516099e-06,,,5.044536072147689e-06,,,0.0009652690242679,,,0.0010754801119085,,,0.0011856911995491,,,6.984234507276499e-05,,,7.988293867736008e-05,,,8.992353228195517e-05,,,1.6284165517133e-07,,,2.769273126575465e-07,,,3.91012970143763e-07,,,2.279903094884509e-06,,,3.662219583516099e-06,,,5.044536072147689e-06,,,9.652690242679472e-07,,,1.0754801119085496e-06,,,1.185691199549152e-06,,,2.2799030948845092e-09,,,3.6622195835160995e-09,,,5.044536072147691e-09,,,1.3847189473736667e-35,,,1.7910168551067092e-35,,,2.197314762839752e-35,,,4.37886579289162e-34,,,5.663692589888974e-34,,,6.948519386886328e-34,,,1.2948502453099444e-17,,,1.5259928737298977e-17,,,1.757135502149851e-17,,,9.670663858904693e-19,,,1.1241474176172885e-18,,,1.2812284493441077e-18,,,3.235941827678081e-35,,,4.1799140016619686e-35,,,5.123886175645856e-35,,,4.37886579289162e-34,,,5.663692589888974e-34,,,6.948519386886328e-34,,,1.2948502453099444e-20,,,1.5259928737298976e-20,,,1.7571355021498512e-20,,,4.378865792891621e-37,,,5.6636925898889744e-37,,,6.948519386886328e-37,,
weibull,1000,100,4.342542063026676e-08,,,5.7551228746406184e-08,,,7.16770368625456e-08,,,1.373232375425076e-06,,,1.8199296498000048e-06,,,2.2666269241749338e-06,,,0.0008072857055585,,,0.0008954852657023,,,0.0009836848258461,,,2.934636147542269e-05,,,3.3077569762544337e-05,,,3.680877804966598e-05,,,4.943230111722492e-08,,,6.777019826824896e-08,,,8.6108095419273e-08,,,1.373232375425076e-06,,,1.8199296498000048e-06,,,2.2666269241749338e-06,,,8.072857055585886e-07,,,8.954852657023864e-07,,,9.83684825846184e-07,,,1.3732323754250763e-09,,,1.8199296498000051e-09,,,2.2666269241749336e-09,,,9.954144023320286e-36,,,1.3802514792948693e-35,,,1.76508855625771e-35,,,3.1477767271044333e-34,,,4.364738418388523e-34,,,5.5817001096726135e-34,,,9.413338918093229e-18,,,1.1958749962515115e-17,,,1.4504161006937e-17,,,3.3914130456477935e-19,,,4.453464231846664e-19,,,5.515515418045535e-19,,,1.1345921697883568e-35,,,1.6296439894820442e-35,,,2.1246958091757316e-35,,,3.1477767271044333e-34,,,4.364738418388523e-34,,,5.5817001096726135e-34,,,9.413338918093228e-21,,,1.1958749962515112e-20,,,1.4504161006936994e-20,,,3.147776727104432e-37,,,4.364738418388523e-37,,,5.581700109672614e-37,,
weibull,5000,10,5.992202913680933e-10,,,1.533704115240168e-09,,,2.468187939112243e-09,,,4.2371273145095785e-08,,,1.0844925802200374e-07,,,1.745272428989117e-07,,,0.0001262215623379,,,0.0001780678111301,,,0.0002299140599223,,,5.7807874433333126e-05,,,7.796600010184494e-05,,,9.812412577035676e-05,,,2.0479486309309887e-08,,,4.6060564501208246e-08,,,7.16416426931066e-08,,,4.2371273145095785e-08,,,1.0844925802200374e-07,,,1.745272428989117e-07,,,2.5244312467582282e-08,,,3.5613562226024776e-08,,,4.5982811984467264e-08,,,8.474254629019153e-12,,,2.1689851604400743e-11,,,3.490544857978233e-11,,,7.758395747962099e-36,,,1.1341109692078012e-35,,,1.4923823636193925e-35,,,5.486014244512874e-34,,,8.019375569448839e-34,,,1.0552736894384805e-33,,,1.3171815980088458e-17,,,1.7671411209341238e-17,,,2.2171006438594017e-17,,,5.662205686822443e-18,,,7.904450522932336e-18,,,1.0146695359042229e-17,,,2.349832500406713e-34,,,3.5967953141216396e-34,,,4.843758127836568e-34,,,5.486014244512874e-34,,,8.019375569448839e-34,,,1.0552736894384805e-33,,,2.634363196017692e-21,,,3.534282241868248e-21,,,4.4342012877188025e-21,,,1.0972028489025757e-37,,,1.6038751138897682e-37,,,2.110547378876961e-37,,
weibull,5000,15,3.0756898793147865e-10,,,4.817540705195815e-10,,,6.559391531076841e-10,,,2.1748411704903204e-08,,,3.406515701286183e-08,,,4.638190232082047e-08,,,7.38606440562461e-05,,,0.0001004350960399,,,0.0001270095480236,,,2.140278838063583e-05,,,2.9482284861110852e-05,,,3.756178134158588e-05,,,6.223640101700764e-09,,,1.0022053559396802e-08,,,1.3820467017092841e-08,,,2.1748411704903204e-08,,,3.406515701286183e-08,,,4.638190232082047e-08,,,1.4772128811249222e-08,,,2.0087019207985968e-08,,,2.5401909604722717e-08,,,4.34968234098064e-12,,,6.813031402572365e-12,,,9.27638046416409e-12,,,5.584241714042902e-36,,,9.317627688714472e-36,,,1.3051013663386038e-35,,,3.948655183784526e-34,,,6.5885577232615406e-34,,,9.228460262738557e-34,,,1.2006084737801145e-17,,,1.5607993774739242e-17,,,1.9209902811677345e-17,,,3.556328408624886e-18,,,4.551199146617809e-18,,,5.546069884610733e-18,,,1.1905129885540007e-34,,,1.9133878195415761e-34,,,2.6362626505291514e-34,,,3.948655183784526e-34,,,6.5885577232615406e-34,,,9.228460262738557e-34,,,2.4012169475602285e-21,,,3.1215987549478482e-21,,,3.841980562335468e-21,,,7.897310367569053e-38,,,1.317711544652308e-37,,,1.8456920525477108e-37,,
weibull,5000,20,1.132005217631316e-08,,,2.6675085159605392e-08,,,4.2030118142897626e-08,,,8.00448565725657e-07,,,1.886213360508561e-06,,,2.971978155291465e-06,,,0.0004135431016585,,,0.0005913137039678,,,0.000769084306277,,,8.678662395927983e-05,,,0.0001270585562612,,,0.0001673304885633,,,1.7352667750010777e-07,,,4.068480743038387e-07,,,6.401694711075696e-07,,,8.00448565725657e-07,,,1.886213360508561e-06,,,2.971978155291465e-06,,,8.270862033171426e-08,,,1.1826274079356313e-07,,,1.5381686125541196e-07,,,1.600897131451315e-10,,,3.772426721017122e-10,,,5.94395631058293e-10,,,3.993698089276276e-36,,,6.569962627443969e-36,,,9.14622716561166e-36,,,2.823971000939013e-34,,,4.645665126007818e-34,,,6.467359251076622e-34,,,9.649534597541354e-18,,,1.2648031493672773e-17,,,1.5646528389804193e-17,,,2.034496008303178e-18,,,2.695188669247935e-18,,,3.355881330192692e-18,,,6.07071312763539e-35,,,9.857994170030278e-35,,,1.3645275212425163e-34,,,2.823971000939013e-34,,,4.645665126007818e-34,,,6.467359251076622e-34,,,1.9299069195082706e-21,,,2.5296062987345545e-21,,,3.1293056779608387e-21,,,5.647942001878025e-38,,,9.291330252015634e-38,,,1.2934718502153245e-37,,
weibull,5000,25,5.271736686651617e-08,,,7.642582737885844e-08,,,1.0013428789120068e-07,,,3.7276807597612582e-06,,,5.404122079738329e-06,,,7.0805633997153984e-06,,,0.0008141928505755,,,0.0009409884921673,,,0.0010677841337591,,,0.0001347759253859,,,0.0001592875981204,,,0.0001837992708548,,,6.084850960239388e-07,,,9.182899064318658e-07,,,1.2280947168397928e-06,,,3.7276807597612582e-06,,,5.404122079738329e-06,,,7.0805633997153984e-06,,,1.6283857011511778e-07,,,1.8819769843347162e-07,,,2.1355682675182537e-07,,,7.45536151952252e-10,,,1.080824415947666e-09,,,1.4161126799430802e-09,,,3.3634548588215895e-36,,,6.486089952368489e-36,,,9.608725045915388e-36,,,2.3783217388875863e-34,,,4.586358188705688e-34,,,6.79439463852379e-34,,,7.780759924281949e-18,,,1.168986782373871e-17,,,1.559897572319547e-17,,,1.3229578541087466e-18,,,1.968300761808681e-18,,,2.6136436695086152e-18,,,4.0516133276517083e-35,,,7.739188176426637e-35,,,1.1426763025201568e-34,,,2.3783217388875863e-34,,,4.586358188705688e-34,,,6.79439463852379e-34,,,1.55615198485639e-21,,,2.3379735647477417e-21,,,3.1197951446390935e-21,,,4.756643477775174e-38,,,9.172716377411376e-38,,,1.358878927704758e-37,,
weibull,5000,30,3.984672194657441e-08,,,5.2228135742884896e-08,,,6.460954953919539e-08,,,2.81758872964776e-06,,,3.6930868952525406e-06,,,4.568585060857323e-06,,,0.0006750731295813,,,0.0007464803402115,,,0.0008178875508417,,,9.845301879769042e-05,,,0.0001144506402987,,,0.0001304482617997,,,4.1234897214909917e-07,,,5.688688573015422e-07,,,7.253887424539854e-07,,,2.81758872964776e-06,,,3.6930868952525406e-06,,,4.568585060857323e-06,,,1.35014625916271e-07,,,1.4929606804230617e-07,,,1.6357751016834137e-07,,,5.635177459295518e-10,,,7.386173790505081e-10,,,9.137170121714645e-10,,,3.826181006247227e-36,,,6.502143424131078e-36,,,9.178105842014928e-36,,,2.705518535564581e-34,,,4.5977097074506036e-34,,,6.489900879336624e-34,,,8.592566707843149e-18,,,1.1754287502820557e-17,,,1.4916008297797958e-17,,,1.3363275506253998e-18,,,1.7575975228372492e-18,,,2.1788674950490986e-18,,,4.183693960132277e-35,,,6.840755828166482e-35,,,9.497817696200687e-35,,,2.705518535564581e-34,,,4.5977097074506036e-34,,,6.489900879336624e-34,,,1.7185133415686303e-21,,,2.3508575005641118e-21,,,2.9832016595595925e-21,,,5.411037071129163e-38,,,9.195419414901206e-38,,,1.2979801758673248e-37,,
