Distribution,Sample Size,Bin Count,HDEM_MSE,HDEM_MAE,HDEM_Normalized MSE,HDEM_Normalized MAE,HDEM_IMSE,HDEM_MISE,HDEM_MIAE,HDEM_AMISE,Hist_MSE,Hist_MAE,Hist_Normalized MSE,Hist_Normalized MAE,Hist_IMSE,Hist_MISE,Hist_MIAE,Hist_AMISE
poisson,100,25,0.001241673699255713,0.028860323750575217,1.241673699255713e-05,0.00028860323750575217,0.001241673699255713,0.0003476686357915997,0.00808089065016106,0.0001241673699255713,2.7179686340164867e-33,2.5673907444456746e-17,2.7179686340164866e-35,2.567390744445675e-19,2.7179686340164867e-33,7.610312175246164e-34,7.18869408444789e-18,2.717968634016487e-34
poisson,100,30,0.0011898612188309828,0.026551000770059938,1.1898612188309828e-05,0.0002655100077005994,0.0011898612188309828,0.000277634284393896,0.006195233513013986,0.00011898612188309828,3.7314892672502696e-35,1.9660199394403813e-18,3.7314892672502694e-37,1.9660199394403812e-20,3.7314892672502696e-35,8.70680829025063e-36,4.587379858694223e-19,3.7314892672502694e-36
poisson,100,50,0.0009126383401153424,0.018838755993323807,9.126383401153423e-06,0.00018838755993323808,0.0009126383401153424,0.00012776936761614793,0.0026374258390653334,9.126383401153424e-05,9.759890734425367e-33,2.976785484776201e-17,9.759890734425366e-35,2.976785484776201e-19,9.759890734425367e-33,1.3663847028195515e-33,4.1674996786866815e-18,9.759890734425367e-34
poisson,100,100,0.0005821146944347659,0.010965432456715994,5.821146944347659e-06,0.00010965432456715994,0.0005821146944347659,4.074802861043361e-05,0.0007675802719701196,5.821146944347659e-05,9.853539077971196e-33,2.2690183065776637e-17,9.853539077971195e-35,2.2690183065776637e-19,9.853539077971196e-33,6.897477354579838e-34,1.5883128146043647e-18,9.853539077971195e-34
poisson,500,10,5.755974451761142e-05,0.005170905648511031,1.1511948903522285e-07,1.0341811297022062e-05,5.755974451761142e-05,5.1803770065850284e-05,0.004653815083659928,2.5741500301779994e-06,4.865418137827481e-34,1.6176296413483725e-17,9.730836275654962e-37,3.235259282696745e-20,4.865418137827481e-34,4.378876324044733e-34,1.4558666772135354e-17,2.1758811390285377e-35
poisson,500,15,0.0012260021758122575,0.028747487959906802,2.452004351624515e-06,5.7494975919813605e-05,0.0012260021758122575,0.0007356013054873545,0.01724849277594408,5.482848411357712e-05,3.958036807843945e-33,3.209238430557093e-17,7.91607361568789e-36,6.418476861114186e-20,3.958036807843945e-33,2.374822084706367e-33,1.9255430583342558e-17,1.7700878719570667e-34
poisson,500,20,0.0014202099493970763,0.029737503061938463,2.8404198987941526e-06,5.947500612387693e-05,0.0014202099493970763,0.0006390944772286844,0.013381876377872309,6.351371978346798e-05,1.1375776050421637e-33,1.8821749714348356e-17,2.2751552100843276e-36,3.7643499428696715e-20,1.1375776050421637e-33,5.119099222689737e-34,8.469787371456761e-18,5.087401709111371e-35
poisson,500,25,0.0010900653662931513,0.025436259789107414,2.1801307325863024e-06,5.087251957821483e-05,0.0010900653662931513,0.00039242353186553445,0.00915705352407867,4.874920517899388e-05,2.023926676635627e-33,2.0435042547006786e-17,4.0478533532712545e-36,4.087008509401357e-20,2.023926676635627e-33,7.286136035888257e-34,7.356615316922442e-18,9.051275260864995e-35
poisson,500,30,0.0010487886217682182,0.02413360510071755,2.0975772435364363e-06,4.8267210201435106e-05,0.0010487886217682182,0.00031463658653046545,0.007240081530215265,4.690325304604103e-05,2.5946702478958363e-33,2.088896185655405e-17,5.1893404957916725e-36,4.17779237131081e-20,2.5946702478958363e-33,7.784010743687508e-34,6.266688556966215e-18,1.160371810698264e-34
poisson,500,50,0.000838786956569032,0.017942119129025928,1.677573913138064e-06,3.5884238258051855e-05,0.000838786956569032,0.00015098165218242575,0.003229581443224667,3.7511693070570384e-05,6.602275928455576e-33,2.1354445989274496e-17,1.3204551856911153e-35,4.270889197854899e-20,6.602275928455576e-33,1.1884096671220037e-33,3.8438002780694095e-18,2.952627556447441e-34
poisson,500,100,0.0005388188764799007,0.010619278223009884,1.0776377529598014e-06,2.1238556446019767e-05,0.0005388188764799007,4.849369888319106e-05,0.0009557350400708895,2.409671270738241e-05,7.438727615845334e-33,1.758142242902494e-17,1.487745523169067e-35,3.516284485804988e-20,7.438727615845334e-33,6.694854854260801e-34,1.5823280186122444e-18,3.3267001230270215e-34
poisson,1000,10,1.836263689877284e-05,0.0029961413806156,1.836263689877284e-08,2.9961413806156e-06,1.836263689877284e-05,1.6526373208895558e-05,0.00269652724255404,5.806775644677293e-07,7.247063732141501e-34,1.951563910473908e-17,7.247063732141501e-37,1.951563910473908e-20,7.247063732141501e-34,6.522357358927351e-34,1.7564075194265172e-17,2.2917227741967547e-35
poisson,1000,15,0.0012124199166591335,0.027120764854069685,1.2124199166591336e-06,2.7120764854069685e-05,0.0012124199166591335,0.0007274519499954801,0.01627245891244181,3.8340084171943865e-05,3.846806830391737e-33,3.2757361638028706e-17,3.846806830391737e-36,3.2757361638028705e-20,3.846806830391737e-33,2.3080840982350424e-33,1.9654416982817225e-17,1.2164671302730922e-34
poisson,1000,20,0.001460619138171753,0.029647978141123226,1.4606191381717529e-06,2.9647978141123225e-05,0.001460619138171753,0.0006572786121772889,0.013341590163505453,4.6188832706549255e-05,1.3549218085318015e-33,2.194425197110661e-17,1.3549218085318014e-36,2.194425197110661e-20,1.3549218085318015e-33,6.097148138393107e-34,9.874913386997974e-18,4.2846389663950543e-35
poisson,1000,25,0.0011054063717168962,0.025646956958556896,1.1054063717168962e-06,2.5646956958556896e-05,0.0011054063717168962,0.0003979462938180826,0.009232904505080483,3.495601874688124e-05,2.0714354563184605e-33,2.1423834928313567e-17,2.0714354563184603e-36,2.1423834928313567e-20,2.0714354563184605e-33,7.457167642746458e-34,7.712580574192884e-18,6.55045406799656e-35
poisson,1000,30,0.0010644454750735994,0.024042475958083644,1.0644454750735994e-06,2.4042475958083643e-05,0.0010644454750735994,0.0003193336425220798,0.007212742787425093,3.366072146292561e-05,3.5168596720481305e-33,2.216109240560371e-17,3.5168596720481307e-36,2.216109240560371e-20,3.5168596720481305e-33,1.0550579016144392e-33,6.648327721681113e-18,1.1121286774864896e-34
poisson,1000,50,0.0008534800345227466,0.017860969368803208,8.534800345227467e-07,1.7860969368803206e-05,0.0008534800345227466,0.0001536264062140944,0.0032149744863845774,2.6989408465710188e-05,4.141607021110917e-33,1.9029916531465575e-17,4.141607021110917e-36,1.9029916531465575e-20,4.141607021110917e-33,7.454892637999651e-34,3.4253849756638035e-18,1.3096911360055564e-34
poisson,1000,100,0.0005504222481366959,0.010600059348793368,5.50422248136696e-07,1.0600059348793368e-05,0.0005504222481366959,4.953800233230263e-05,0.0009540053413914031,1.74058797894233e-05,9.508978173858167e-33,1.8769708010069053e-17,9.508978173858166e-36,1.8769708010069052e-20,9.508978173858167e-33,8.55808035647235e-34,1.6892737209062147e-18,3.0070029250220395e-34
poisson,5000,10,5.9617176545273906e-06,0.0018964125703620157,1.192343530905478e-09,3.7928251407240316e-07,5.9617176545273906e-06,7.1540611854328685e-06,0.002275695084434419,8.431141962071754e-08,5.116506669898999e-34,1.7840546748248977e-17,1.0233013339797997e-37,3.568109349649795e-21,5.116506669898999e-34,6.139808003878798e-34,2.140865609789877e-17,7.235833124543565e-36
poisson,5000,15,0.0004378286121616376,0.01252796302073849,8.756572243232752e-08,2.505592604147698e-06,0.0004378286121616376,0.0003502628897293101,0.010022370416590792,6.1918316131397765e-06,1.4422455614556116e-33,2.262007132528924e-17,2.884491122911223e-37,4.524014265057848e-21,1.4422455614556116e-33,1.1537964491644893e-33,1.8096057060231393e-17,2.039643233282925e-35
poisson,5000,20,0.0010137111088597756,0.02208399896718483,2.0274222177195513e-07,4.416799793436966e-06,0.0010137111088597756,0.0006082266653158653,0.013250399380310897,1.4336039984777636e-05,1.975314813053982e-33,2.1922567927656898e-17,3.950629626107964e-37,4.3845135855313796e-21,1.975314813053982e-33,1.1851888878323891e-33,1.3153540756594139e-17,2.793516998577416e-35
poisson,5000,25,0.0012212488676364896,0.02417222917212504,2.442497735272979e-07,4.834445834425008e-06,0.0012212488676364896,0.000586199456465515,0.01160267000262002,1.7271067116443084e-05,1.2996774531745117e-33,1.4690939437178585e-17,2.5993549063490234e-37,2.938187887435717e-21,1.2996774531745117e-33,6.238451775237656e-34,7.05165092984572e-18,1.8380214809899175e-35
poisson,5000,30,0.0009961368058008335,0.02146704846359932,1.992273611601667e-07,4.293409692719864e-06,0.0009961368058008335,0.00039845472232033345,0.00858681938543973,1.4087501807425527e-05,2.274708522231015e-33,1.940721888749053e-17,4.54941704446203e-37,3.881443777498106e-21,2.274708522231015e-33,9.09883408892406e-34,7.762887554996213e-18,3.2169236425847625e-35
poisson,5000,50,0.0007444792647866134,0.016356298061531865,1.4889585295732268e-07,3.271259612306373e-06,0.0007444792647866134,0.0001786750235487872,0.003925511534767647,1.0528526731667792e-05,6.7991463117380716e-34,8.090316611086835e-18,1.3598292623476142e-37,1.618063322217367e-21,6.7991463117380716e-34,1.6317951148171372e-34,1.94167598666084e-18,9.615444926618989e-36
poisson,5000,100,0.0005058739202356119,0.010171744031667741,1.0117478404712238e-07,2.0343488063335484e-06,0.0005058739202356119,6.0704870428273424e-05,0.001220609283800129,7.154137588480476e-06,1.0320182123383224e-34,2.1553939189011827e-18,2.064036424676645e-38,4.310787837802365e-22,1.0320182123383224e-34,1.2384218548059868e-35,2.586472702681419e-19,1.4594941525048921e-36
poisson,10000,10,1.688443091100244e-07,0.0002199999999999794,1.688443091100244e-11,2.199999999999794e-08,1.688443091100244e-07,1.8572874002102684e-07,0.00024199999999997737,1.688443091100244e-09,1.2110083861493304e-33,2.717010644248674e-17,1.2110083861493305e-37,2.717010644248674e-21,1.2110083861493304e-33,1.3321092247642636e-33,2.988711708673542e-17,1.2110083861493304e-35
poisson,10000,15,0.0006361966832100391,0.01635324221662164,6.361966832100391e-08,1.6353242216621641e-06,0.0006361966832100391,0.00046654423435402864,0.011992377625522537,6.361966832100391e-06,7.91202570293297e-34,1.5195093447384345e-17,7.912025702932971e-38,1.5195093447384346e-21,7.91202570293297e-34,5.802152182150845e-34,1.1143068528081852e-17,7.91202570293297e-36
poisson,10000,20,0.0012238369317012253,0.02508291738680941,1.2238369317012253e-07,2.508291738680941e-06,0.0012238369317012253,0.000673110312435674,0.013795604562745176,1.2238369317012253e-05,2.147652276586511e-33,2.3239873567226787e-17,2.147652276586511e-37,2.3239873567226787e-21,2.147652276586511e-33,1.1812087521225812e-33,1.2781930461974735e-17,2.147652276586511e-35
poisson,10000,25,0.0011583056984380417,0.02450967132765018,1.1583056984380416e-07,2.4509671327650182e-06,0.0011583056984380417,0.0005096545073127384,0.01078425538416608,1.1583056984380416e-05,6.719142460094695e-34,1.120956626132763e-17,6.719142460094694e-38,1.120956626132763e-21,6.719142460094695e-34,2.9564226824416656e-34,4.932209154984157e-18,6.719142460094695e-36
poisson,10000,30,0.0009712901483045352,0.021960689999262498,9.712901483045352e-08,2.19606899992625e-06,0.0009712901483045352,0.0003561397210449962,0.008052252999729581,9.712901483045352e-06,9.031058856033357e-34,1.366004387150695e-17,9.031058856033357e-38,1.3660043871506951e-21,9.031058856033357e-34,3.3113882472122306e-34,5.008682752885882e-18,9.031058856033357e-36
poisson,10000,50,0.000762171076912624,0.016859933328550066,7.62171076912624e-08,1.6859933328550067e-06,0.000762171076912624,0.0001676776369207773,0.0037091853322810146,7.62171076912624e-06,2.8994810807497335e-33,1.8830965432814484e-17,2.8994810807497337e-37,1.8830965432814482e-21,2.8994810807497335e-33,6.3788583776494136e-34,4.142812395219187e-18,2.8994810807497337e-35
poisson,10000,100,0.0005074866050549259,0.010305017900937978,5.074866050549259e-08,1.0305017900937977e-06,0.0005074866050549259,5.582352655604185e-05,0.0011335519691031777,5.074866050549259e-06,7.016017621197213e-33,1.9222091366538628e-17,7.016017621197213e-37,1.9222091366538628e-21,7.016017621197213e-33,7.717619383316934e-34,2.114430050319249e-18,7.016017621197213e-35
poisson,50000,10,7.24795193653928e-06,0.001935667645372208,1.449590387307856e-10,3.871335290744416e-08,7.24795193653928e-06,8.697542323847136e-06,0.0023228011744466496,3.241382645550614e-08,1.1262423864855814e-33,2.331305721386956e-17,2.2524847729711627e-38,4.662611442773912e-22,1.1262423864855814e-33,1.3514908637826975e-33,2.797566865664347e-17,5.036709070646701e-36
poisson,50000,15,0.00043542689433623293,0.01234581054745248,8.708537886724658e-09,2.469162109490496e-07,0.00043542689433623293,0.00034834151546898635,0.009876648437961984,1.94728826993487e-06,1.993834264312523e-33,2.540150164861976e-17,3.987668528625046e-38,5.080300329723952e-22,1.993834264312523e-33,1.5950674114500185e-33,2.032120131889581e-17,8.916697901742168e-36
poisson,50000,20,0.0010027941301101167,0.021930921147150444,2.0055882602202335e-08,4.3861842294300886e-07,0.0010027941301101167,0.00060167647806607,0.013158552688290266,4.4846316847279795e-06,2.2465075885312105e-33,2.1550889870401712e-17,4.493015177062421e-38,4.310177974080342e-22,2.2465075885312105e-33,1.3479045531187263e-33,1.2930533922241026e-17,1.0046687359849827e-35
poisson,50000,25,0.0012166850080232302,0.02414160355540596,2.4333700160464603e-08,4.828320711081191e-07,0.0012166850080232302,0.0005840088038511505,0.011587969706594859,5.4411807702896395e-06,1.5473538796306073e-33,1.7946527510609434e-17,3.094707759261215e-38,3.589305502121887e-22,1.5473538796306073e-33,7.4272986222269146e-34,8.614333205092528e-18,6.919976920204131e-36
poisson,50000,30,0.0009920121211421861,0.021483086627052127,1.9840242422843723e-08,4.2966173254104254e-07,0.0009920121211421861,0.0003968048484568745,0.008593234650820852,4.436413074755369e-06,2.6319006029329425e-33,2.181595471402916e-17,5.263801205865885e-38,4.363190942805832e-22,2.6319006029329425e-33,1.052760241173177e-33,8.726381885611665e-18,1.1770217316361483e-35
poisson,50000,50,0.0007407439425553762,0.01634679716248586,1.4814878851107523e-08,3.269359432497172e-07,0.0007407439425553762,0.00017777854621329027,0.003923231318996606,3.312707618950041e-06,6.580097825110734e-34,9.134132252647254e-18,1.316019565022147e-38,1.8268264505294506e-22,6.580097825110734e-34,1.579223478026576e-34,2.192191740635341e-18,2.942709207109225e-36
poisson,50000,100,0.0005033059512217391,0.01016741240037751,1.0066119024434782e-08,2.033482480075502e-07,0.0005033059512217391,6.0396714146608686e-05,0.0012200894880453012,2.250852640824004e-06,7.188189878182284e-35,2.0706228615399724e-18,1.4376379756364567e-39,4.1412457230799445e-23,7.188189878182284e-35,8.62582785381874e-36,2.484747433847967e-19,3.214656240558304e-37
poisson,100000,10,4.6067851841512065e-06,0.0016478559003639318,4.606785184151207e-11,1.6478559003639317e-08,4.6067851841512065e-06,6.449499257811689e-06,0.0023069982605095044,1.4567933873036032e-08,1.5648416126605196e-33,2.157765611153495e-17,1.5648416126605196e-38,2.157765611153495e-22,1.5648416126605196e-33,2.1907782577247275e-33,3.0208718556148925e-17,4.948463673418221e-36
poisson,100000,15,4.2427370128303703e-05,0.003176529401650955,4.24273701283037e-10,3.1765294016509554e-08,4.2427370128303703e-05,3.959887878641679e-05,0.002964760774874225,1.3416712473643002e-07,1.5860208770271853e-33,2.1540838412760962e-17,1.5860208770271852e-38,2.154083841276096e-22,1.5860208770271853e-33,1.4802861518920398e-33,2.01047825185769e-17,5.0154383879837284e-36
poisson,100000,20,0.0007016573079763117,0.01661069211475337,7.016573079763117e-09,1.661069211475337e-07,0.0007016573079763117,0.0004911601155834182,0.011627484480327358,2.218835230107375e-06,1.5790476864566937e-33,1.8056624853093547e-17,1.5790476864566936e-38,1.8056624853093548e-22,1.5790476864566937e-33,1.1053333805196855e-33,1.2639637397165482e-17,4.9933872232225655e-36
poisson,100000,25,0.00098985009488686,0.02000129214499435,9.898500948868601e-09,2.0001292144994351e-07,0.00098985009488686,0.0005543160531366417,0.011200723601196836,3.130180841976268e-06,3.902548087950636e-34,9.609216092103245e-18,3.902548087950636e-39,9.609216092103245e-23,3.902548087950636e-34,2.1854269292523564e-34,5.381161011577818e-18,1.2340940636259119e-36
poisson,100000,30,0.0010578879645358633,0.02069683450347942,1.0578879645358632e-08,2.069683450347942e-07,0.0010578879645358633,0.0004936810501167362,0.009658522768290396,3.345335477212759e-06,1.4298556550822196e-34,4.040460096129313e-18,1.4298556550822196e-39,4.040460096129313e-23,1.4298556550822196e-34,6.672659723717024e-35,1.8855480448603462e-18,4.521600595331926e-37
poisson,100000,50,0.00070034246268897,0.015440232501826984,7.0034246268897e-09,1.5440232501826984e-07,0.00070034246268897,0.0001960958895529116,0.004323265100511556,2.2146773242286363e-06,9.216237010803663e-34,1.1219933944602023e-17,9.216237010803663e-39,1.1219933944602022e-22,9.216237010803663e-34,2.580546363025026e-34,3.1415815044885666e-18,2.9144300410081423e-36
poisson,100000,100,0.000481531955384329,0.00985985513764064,4.81531955384329e-09,9.859855137640639e-08,0.000481531955384329,6.741447375380607e-05,0.0013803797192696895,1.5227377451690602e-06,4.857679294789564e-33,1.4884723634851423e-17,4.857679294789564e-38,1.4884723634851423e-22,4.857679294789564e-33,6.800751012705391e-34,2.0838613088791996e-18,1.5361330714175526e-35
binom,50,10,0.0027309613112755926,0.04733727810650889,5.4619226225511855e-05,0.0009467455621301777,0.0027309613112755926,0.0013654806556377963,0.023668639053254444,0.00038621625247221543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binom,50,15,0.017366874192702077,0.1076158233662296,0.00034733748385404155,0.002152316467324592,0.017366874192702077,0.0057889580642340255,0.035871941122076534,0.0024560469019346575,5.033096921331976e-33,4.070817756958907e-17,1.0066193842663952e-34,8.141635513917814e-19,5.033096921331976e-33,1.6776989737773253e-33,1.3569392523196356e-17,7.117873926885951e-34
binom,50,20,0.0018322878871447595,0.03674181615132267,3.664575774289519e-05,0.0007348363230264535,0.0018322878871447595,0.0004580719717861899,0.009185454037830668,0.0002591246380172062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binom,50,25,0.009359272125438021,0.06609102085537645,0.00018718544250876043,0.001321820417107529,0.009359272125438021,0.0018718544250876043,0.01321820417107529,0.0013236009573734913,5.330974086063869e-33,2.55351295663786e-17,1.0661948172127737e-34,5.10702591327572e-19,5.330974086063869e-33,1.0661948172127739e-33,5.107025913275721e-18,7.539135853171038e-34
binom,50,30,0.0014858445142449776,0.028441669697969754,2.971689028489955e-05,0.0005688333939593951,0.0014858445142449776,0.0002476407523741629,0.004740278282994959,0.00021013014636229107,1.2236074913340238e-32,4.718447854656915e-17,2.4472149826680476e-34,9.436895709313831e-19,1.2236074913340238e-32,2.0393458188900397e-33,7.864079757761525e-18,1.730442309265896e-33
binom,50,50,0.004313653094278543,0.03378614864051111,8.627306188557087e-05,0.0006757229728102223,0.004313653094278543,0.00043136530942785434,0.0033786148640511113,0.0006100426709301383,4.0621714387015576e-32,5.939693181744588e-17,8.124342877403116e-34,1.1879386363489176e-18,4.0621714387015576e-32,4.0621714387015576e-33,5.939693181744588e-18,5.7447779412963704e-33
binom,50,100,0.0006863105100500807,0.011256321073097013,1.3726210201001614e-05,0.00022512642146194024,0.0006863105100500807,3.431552550250404e-05,0.0005628160536548507,9.705896313120205e-05,1.5284180038657104e-31,8.881784197001253e-17,3.0568360077314207e-33,1.7763568394002505e-18,1.5284180038657104e-31,7.642090019328553e-33,4.440892098500627e-18,2.1615094700421012e-32
binom,100,10,0.001676580722748541,0.03768552762706236,1.676580722748541e-05,0.00037685527627062356,0.001676580722748541,0.0010059484336491244,0.022611316576237415,0.0001676580722748541,8.383813789160686e-33,5.655198531684391e-17,8.383813789160686e-35,5.655198531684391e-19,8.383813789160686e-33,5.0302882734964114e-33,3.3931191190106345e-17,8.383813789160687e-34
binom,100,15,0.0019309301313613796,0.03931243677679146,1.9309301313613797e-05,0.00039312436776791455,0.0019309301313613796,0.0007723720525445519,0.015724974710716582,0.00019309301313613796,1.767060785745543e-32,7.27427377592941e-17,1.767060785745543e-34,7.27427377592941e-19,1.767060785745543e-32,7.068243142982172e-33,2.9097095103717644e-17,1.767060785745543e-33
binom,100,20,0.001614996181504803,0.03418635625836418,1.614996181504803e-05,0.00034186356258364176,0.001614996181504803,0.0004844988544514409,0.010255906877509253,0.0001614996181504803,8.185202263645752e-34,7.632783294297952e-18,8.185202263645753e-36,7.632783294297952e-20,8.185202263645752e-34,2.4555606790937255e-34,2.2898349882893855e-18,8.185202263645752e-35
binom,100,25,0.0015599078831002135,0.03114417692217841,1.5599078831002135e-05,0.0003114417692217841,0.0015599078831002135,0.00037437789194405123,0.007474602461322818,0.00015599078831002135,4.670380115139047e-35,2.359223927328458e-18,4.670380115139047e-37,2.3592239273284578e-20,4.670380115139047e-35,1.1208912276333712e-35,5.662137425588299e-19,4.670380115139047e-36
binom,100,30,0.007806566357283519,0.05763458563988343,7.806566357283518e-05,0.0005763458563988344,0.007806566357283519,0.0015613132714567038,0.011526917127976688,0.0007806566357283519,1.1636829835852251e-33,1.0003572044799587e-17,1.1636829835852252e-35,1.0003572044799587e-19,1.1636829835852251e-33,2.3273659671704504e-34,2.0007144089599175e-18,1.1636829835852252e-34
binom,100,50,0.002372688641859034,0.024035677812801713,2.3726886418590343e-05,0.00024035677812801713,0.002372688641859034,0.0002847226370230841,0.0028842813375362054,0.00023726886418590343,2.3351900575695234e-35,1.179611963664229e-18,2.3351900575695235e-37,1.1796119636642289e-20,2.3351900575695234e-35,2.802228069083428e-36,1.4155343563970747e-19,2.3351900575695235e-36
binom,100,100,0.0012304798090722214,0.013114765343343802,1.2304798090722213e-05,0.00013114765343343802,0.0012304798090722214,7.382878854433328e-05,0.000786885920600628,0.00012304798090722214,7.435657412680083e-32,5.105291189799743e-17,7.435657412680083e-34,5.105291189799743e-19,7.435657412680083e-32,4.46139444760805e-33,3.0631747138798456e-18,7.435657412680083e-33
binom,500,10,9.960563489438903e-06,0.0024280903431000657,1.9921126978877805e-08,4.856180686200132e-06,9.960563489438903e-06,8.964507140495013e-06,0.0021852813087900594,4.454499411317579e-07,4.899460454227294e-33,4.848552115355176e-17,9.798920908454589e-36,9.697104230710351e-20,4.899460454227294e-33,4.409514408804565e-33,4.3636969038196584e-17,2.191105325744845e-34
binom,500,15,0.0020421123290139207,0.03402953701495092,4.084224658027841e-06,6.805907402990184e-05,0.0020421123290139207,0.0012252673974083525,0.020417722208970552,9.132603970731086e-05,5.370987286835539e-33,3.9609519368137093e-17,1.0741974573671077e-35,7.921903873627418e-20,5.370987286835539e-33,3.222592372101323e-33,2.3765711620882256e-17,2.4019785359302852e-34
binom,500,20,0.001388692275417247,0.03004051039814638,2.777384550834494e-06,6.008102079629276e-05,0.001388692275417247,0.0006249115239377611,0.01351822967916587,6.210420655323648e-05,2.7978740380079823e-33,2.860125331016761e-17,5.5957480760159646e-36,5.720250662033522e-20,2.7978740380079823e-33,1.259043317103592e-33,1.2870563989575424e-17,1.2512473082935357e-34
binom,500,25,0.001161643931857436,0.02615559017665694,2.323287863714872e-06,5.2311180353313875e-05,0.001161643931857436,0.00041819181546867695,0.009416012463596498,5.1950295945667206e-05,7.921063981038582e-34,1.330532906074211e-17,1.5842127962077164e-36,2.661065812148422e-20,7.921063981038582e-34,2.8515830331738894e-34,4.789918461867159e-18,3.5424075031454746e-35
binom,500,30,0.0014913128967743402,0.02775204884663392,2.9826257935486803e-06,5.550409769326784e-05,0.0014913128967743402,0.00044739386903230204,0.008325614653990177,6.669354025819103e-05,1.5361297483513609e-33,1.815677238189058e-17,3.0722594967027216e-36,3.6313544763781165e-20,1.5361297483513609e-33,4.608389245054082e-34,5.4470317145671745e-18,6.869781079146576e-35
binom,500,50,0.0008432691611610509,0.017905919071660628,1.6865383223221018e-06,3.581183814332125e-05,0.0008432691611610509,0.00015178844900898915,0.003223065432898913,3.77121433537067e-05,1.730054217404632e-32,3.931750758301433e-17,3.460108434809264e-35,7.863501516602866e-20,1.730054217404632e-32,3.114097591328337e-33,7.07715136494258e-18,7.737037669753913e-34
binom,500,100,0.0005432605292990081,0.01060231764143344,1.0865210585980163e-06,2.120463528286688e-05,0.0005432605292990081,4.889344763691073e-05,0.0009542085877290095,2.4295349460101966e-05,3.121741539569136e-32,3.208804749688099e-17,6.243483079138272e-35,6.417609499376198e-20,3.121741539569136e-32,2.8095673856122222e-33,2.887924274719289e-18,1.3960852581322874e-33
binom,1000,10,2.796053215079938e-05,0.003987082171407986,2.796053215079938e-08,3.987082171407986e-06,2.796053215079938e-05,2.5164478935719444e-05,0.0035883739542671876,8.841896618689261e-07,3.669573628803758e-33,3.9118014383277e-17,3.669573628803758e-36,3.9118014383277e-20,3.669573628803758e-33,3.3026162659233824e-33,3.52062129449493e-17,1.1604210708709136e-34
binom,1000,15,0.001314776281785099,0.028543834479552922,1.314776281785099e-06,2.8543834479552923e-05,0.001314776281785099,0.0007888657690710595,0.017126300687731754,4.157687664008265e-05,4.770688966409215e-33,3.9089102325344056e-17,4.770688966409215e-36,3.908910232534406e-20,4.770688966409215e-33,2.862413379845529e-33,2.3453461395206434e-17,1.5086243142087637e-34
binom,1000,20,0.0014449210851935391,0.03062983556691276,1.444921085193539e-06,3.062983556691276e-05,0.0014449210851935391,0.0006502144883370926,0.013783426005110743,4.5692416684137805e-05,6.379652344737526e-33,3.541004295337658e-17,6.379652344737526e-36,3.5410042953376575e-20,6.379652344737526e-33,2.8708435551318866e-33,1.5934519329019462e-17,2.01742320894043e-34
binom,1000,25,0.0012125720131608002,0.026683724215528337,1.2125720131608002e-06,2.668372421552834e-05,0.0012125720131608002,0.00043652592473788804,0.009606140717590202,3.8344893885637965e-05,4.572285581760667e-33,3.283831540024096e-17,4.5722855817606673e-36,3.2838315400240956e-20,4.572285581760667e-33,1.64602280943384e-33,1.1821793544086745e-17,1.445883655111174e-34
binom,1000,30,0.0010902666032558662,0.02440132101545883,1.0902666032558663e-06,2.440132101545883e-05,0.0010902666032558662,0.0003270799809767598,0.007320396304637648,3.4477257231036875e-05,2.5253019752651113e-33,1.7903791874977296e-17,2.5253019752651112e-36,1.7903791874977296e-20,2.5253019752651113e-33,7.575905925795334e-34,5.371137562493189e-18,7.985706021559943e-35
binom,1000,50,0.0008693594990911211,0.017966969595899548,8.693594990911211e-07,1.7966969595899548e-05,0.0008693594990911211,0.0001564847098364018,0.0032340545272619187,2.749156122631025e-05,1.8159160863706145e-32,4.060120295523717e-17,1.8159160863706146e-35,4.0601202955237174e-20,1.8159160863706145e-32,3.268648955467106e-33,7.308216531942691e-18,5.742430872670188e-34
binom,1000,100,0.0005604181120039273,0.010629405226874935,5.604181120039273e-07,1.0629405226874935e-05,0.0005604181120039273,5.043763008035346e-05,0.0009566464704187441,1.77219767594376e-05,3.650040204077274e-33,1.0020196478111032e-17,3.650040204077274e-36,1.0020196478111032e-20,3.650040204077274e-33,3.2850361836695466e-34,9.018176830299929e-19,1.1542440596069995e-34
binom,5000,10,3.698348182385382e-05,0.004281407116938739,7.396696364770764e-09,8.562814233877479e-07,3.698348182385382e-05,3.698348182385382e-05,0.004281407116938739,5.230254157907292e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binom,5000,15,0.000951958317475192,0.023094735546934385,1.903916634950384e-07,4.618947109386877e-06,0.000951958317475192,0.0006346388783167946,0.015396490364622923,1.346272363387289e-05,6.346943038931544e-33,4.152494320619482e-17,1.2693886077863087e-36,8.304988641238964e-21,6.346943038931544e-33,4.2312953592876954e-33,2.7683295470796544e-17,8.975932925266496e-35
binom,5000,20,0.001527287409045896,0.02992970865839853,3.0545748180917916e-07,5.985941731679706e-06,0.001527287409045896,0.000763643704522948,0.014964854329199265,2.1599105675143706e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
