Distribution,Sample Size,Bin Count,CI_HDEM_MSE_Mean,CI_HDEM_MSE_Lower,CI_HDEM_MSE_Upper,CI_HDEM_MAE_Mean,CI_HDEM_MAE_Lower,CI_HDEM_MAE_Upper,CI_HDEM_Normalized MSE_Mean,CI_HDEM_Normalized MSE_Lower,CI_HDEM_Normalized MSE_Upper,CI_HDEM_Normalized MAE_Mean,CI_HDEM_Normalized MAE_Lower,CI_HDEM_Normalized MAE_Upper,CI_HDEM_IMSE_Mean,CI_HDEM_IMSE_Lower,CI_HDEM_IMSE_Upper,CI_HDEM_MISE_Mean,CI_HDEM_MISE_Lower,CI_HDEM_MISE_Upper,CI_HDEM_MIAE_Mean,CI_HDEM_MIAE_Lower,CI_HDEM_MIAE_Upper,CI_HDEM_AMISE_Mean,CI_HDEM_AMISE_Lower,CI_HDEM_AMISE_Upper
binom,1000,50,0.0008676088639052929,0.0008454369242352404,0.0008897808035753453,0.01789156740864174,0.017721372261196223,0.018061762556087255,8.676088639052929e-07,8.454369242352404e-07,8.897808035753453e-07,1.7891567408641738e-05,1.7721372261196222e-05,1.8061762556087253e-05,0.0008676088639052929,0.0008454369242352404,0.0008897808035753453,0.00015947849358166575,0.0001523969109425033,0.0001665600762208282,0.003289382974597366,0.003157671534087762,0.0034210944151069696,2.7436201280917755e-05,2.6735062985905676e-05,2.8137339575929833e-05
binom,1000,100,0.0005507012242933629,0.0005390292671748914,0.0005623731814118344,0.010564749132449265,0.01051213912428546,0.01061735914061307,5.507012242933628e-07,5.390292671748914e-07,5.623731814118343e-07,1.0564749132449266e-05,1.0512139124285462e-05,1.061735914061307e-05,0.0005507012242933629,0.0005390292671748914,0.0005623731814118344,5.172384762221454e-05,5.0061585020382765e-05,5.338611022404632e-05,0.0009927493331037146,0.0009586936753441019,0.0010268049908633272,1.7414701790102776e-05,1.704560209764092e-05,1.778380148256463e-05
binom,5000,10,2.922261241699619e-05,2.5660849197646093e-05,3.278437563634629e-05,0.0037301201463765276,0.0034996259193703066,0.003960614373382749,5.8445224833992366e-09,5.132169839529217e-09,6.556875127269256e-09,7.460240292753055e-07,6.999251838740613e-07,7.921228746765496e-07,2.922261241699619e-05,2.5660849197646093e-05,3.278437563634629e-05,2.922261241699619e-05,2.5660849197646093e-05,3.278437563634629e-05,0.0037301201463765276,0.0034996259193703066,0.003960614373382749,4.132701480808842e-07,3.628992095732185e-07,4.6364108658854984e-07
binom,5000,15,0.0009568625074966311,0.0009479140836811613,0.000965810931312101,0.02317934470224846,0.023086306773488687,0.02327238263100823,1.9137250149932626e-07,1.8958281673623228e-07,1.9316218626242024e-07,4.635868940449692e-06,4.6172613546977375e-06,4.654476526201646e-06,0.0009568625074966311,0.0009479140836811613,0.000965810931312101,0.0006379083383310873,0.0006319427224541073,0.0006438739542080673,0.015452896468165639,0.015390871182325792,0.015514921754005486,1.353207935428063e-05,1.3405529531063632e-05,1.3658629177497629e-05
binom,5000,20,0.0015213080020878905,0.0015127063080956989,0.0015299096960800821,0.029851579142537266,0.02980452172347987,0.029898636561594662,3.0426160041757806e-07,3.0254126161913977e-07,3.0598193921601636e-07,5.970315828507454e-06,5.960904344695974e-06,5.979727312318933e-06,0.0015213080020878905,0.0015127063080956989,0.0015299096960800821,0.0007606540010439452,0.0007563531540478494,0.0007649548480400411,0.014925789571268633,0.014902260861739935,0.014949318280797331,2.1514544090994116e-05,2.139289776796271e-05,2.163619041402552e-05
binom,5000,25,0.0012347129353898014,0.0012256446328575605,0.0012437812379220423,0.0260524330321657,0.026028835594494436,0.026076030469836965,2.469425870779603e-07,2.4512892657151213e-07,2.487562475844085e-07,5.210486606433141e-06,5.205767118898888e-06,5.215206093967393e-06,0.0012347129353898014,0.0012256446328575605,0.0012437812379220423,0.0004938851741559206,0.0004902578531430242,0.000497512495168817,0.010420973212866278,0.010411534237797773,0.010430412187934784,1.7461477788657523e-05,1.733323262436955e-05,1.7589722952945495e-05
binom,5000,30,0.0010713731776372604,0.0010573245269338769,0.001085421828340644,0.023460621515555315,0.023434657302645122,0.023486585728465507,2.1427463552745208e-07,2.1146490538677538e-07,2.1708436566812878e-07,4.692124303111063e-06,4.686931460529025e-06,4.697317145693101e-06,0.0010713731776372604,0.0010573245269338769,0.001085421828340644,0.00035712439254575345,0.00035244150897795895,0.00036180727611354795,0.00782020717185177,0.007811552434215039,0.007828861909488501,1.5151504781773726e-05,1.4952826858196053e-05,1.5350182705351398e-05
binom,5000,50,0.0008526863260288015,0.0008474979969595989,0.0008578746550980041,0.017630190259646718,0.017622719466006676,0.01763766105328676,1.7053726520576029e-07,1.6949959939191977e-07,1.715749310196008e-07,3.5260380519293432e-06,3.524543893201335e-06,3.5275322106573516e-06,0.0008526863260288015,0.0008474979969595989,0.0008578746550980041,0.0001705372652057603,0.0001694995993919198,0.00017157493101960082,0.0035260380519293436,0.0035245438932013356,0.0035275322106573517,1.2058805667200176e-05,1.1985431613842968e-05,1.2132179720557384e-05
binom,5000,100,0.0005532063901797201,0.0005489807550879367,0.0005574320252715035,0.010495321787255273,0.01046059629883781,0.010530047275672737,1.1064127803594405e-07,1.0979615101758737e-07,1.1148640505430072e-07,2.0990643574510545e-06,2.0921192597675617e-06,2.1060094551345473e-06,0.0005532063901797201,0.0005489807550879367,0.0005574320252715035,5.476251320625179e-05,5.3554040878952034e-05,5.5970985533551545e-05,0.0010388990676924983,0.001018307092739143,0.0010594910426458537,7.823519797836224e-06,7.763760293271826e-06,7.883279302400622e-06
binom,10000,10,2.9088375281070573e-05,2.5568015496176123e-05,3.260873506596502e-05,0.003676937440039526,0.0033838700048143917,0.00397000487526466,2.908837528107057e-09,2.556801549617612e-09,3.2608735065965024e-09,3.676937440039526e-07,3.3838700048143915e-07,3.97000487526466e-07,2.9088375281070573e-05,2.5568015496176123e-05,3.260873506596502e-05,2.9088375281070573e-05,2.5568015496176123e-05,3.260873506596502e-05,0.003676937440039526,0.0033838700048143917,0.00397000487526466,2.908837528107057e-07,2.556801549617612e-07,3.260873506596502e-07
binom,10000,15,0.0009530219561485863,0.0009453707128075834,0.0009606731994895891,0.023203202250408134,0.023146121647143837,0.02326028285367243,9.530219561485863e-08,9.453707128075834e-08,9.606731994895892e-08,2.3203202250408135e-06,2.3146121647143837e-06,2.3260282853672433e-06,0.0009530219561485863,0.0009453707128075834,0.0009606731994895891,0.0006353479707657242,0.0006302471418717223,0.0006404487996597261,0.015468801500272087,0.015430747764762557,0.015506855235781616,9.530219561485863e-06,9.453707128075833e-06,9.606731994895893e-06
binom,10000,20,0.0015283283039484578,0.0015180678693907418,0.0015385887385061738,0.029859467319090855,0.02984505004468499,0.02987388459349672,1.5283283039484578e-07,1.5180678693907416e-07,1.538588738506174e-07,2.9859467319090856e-06,2.984505004468499e-06,2.9873884593496723e-06,0.0015283283039484578,0.0015180678693907418,0.0015385887385061738,0.0007641641519742289,0.0007590339346953709,0.0007692943692530869,0.014929733659545428,0.014922525022342495,0.01493694229674836,1.528328303948458e-05,1.518067869390742e-05,1.538588738506174e-05
binom,10000,25,0.001233327000829031,0.0012261764996157607,0.0012404775020423014,0.026035795314173403,0.026017471884207232,0.026054118744139574,1.2333270008290312e-07,1.226176499615761e-07,1.2404775020423015e-07,2.6035795314173402e-06,2.601747188420723e-06,2.6054118744139574e-06,0.001233327000829031,0.0012261764996157607,0.0012404775020423014,0.0004933308003316126,0.0004904705998463045,0.0004961910008169206,0.010414318125669363,0.010406988753682895,0.01042164749765583,1.2333270008290308e-05,1.2261764996157605e-05,1.2404775020423011e-05
binom,10000,30,0.0010666631327834184,0.0010592228874928286,0.0010741033780740082,0.023473300331209375,0.02346197957602439,0.02348462108639436,1.0666631327834186e-07,1.0592228874928288e-07,1.0741033780740084e-07,2.347330033120937e-06,2.3461979576024384e-06,2.348462108639436e-06,0.0010666631327834184,0.0010592228874928286,0.0010741033780740082,0.0003555543775944728,0.00035307429583094285,0.0003580344593580027,0.007824433443736458,0.007820659858674795,0.00782820702879812,1.0666631327834185e-05,1.0592228874928288e-05,1.0741033780740083e-05
binom,10000,50,0.0008572041652898552,0.0008516950147646053,0.0008627133158151052,0.017631851368069978,0.01762176166238344,0.017641941073756516,8.572041652898551e-08,8.516950147646052e-08,8.62713315815105e-08,1.7631851368069977e-06,1.7621761662383438e-06,1.7641941073756516e-06,0.0008572041652898552,0.0008516950147646053,0.0008627133158151052,0.00017144083305797105,0.00017033900295292107,0.00017254266316302103,0.0035263702736139956,0.003524352332476688,0.0035283882147513035,8.572041652898551e-06,8.516950147646052e-06,8.62713315815105e-06
binom,10000,100,0.0005520250273027018,0.0005491006435076203,0.0005549494110977833,0.010481953257457058,0.010480306774734095,0.010483599740180021,5.520250273027017e-08,5.4910064350762015e-08,5.549494110977833e-08,1.0481953257457058e-06,1.0480306774734094e-06,1.0483599740180023e-06,0.0005520250273027018,0.0005491006435076203,0.0005549494110977833,5.520250273027018e-05,5.4910064350762025e-05,5.549494110977833e-05,0.001048195325745706,0.0010480306774734098,0.0010483599740180023,5.520250273027018e-06,5.491006435076203e-06,5.549494110977833e-06
binom,50000,10,2.7745417736189687e-05,2.679523840198924e-05,2.8695597070390134e-05,0.003538227651178806,0.0034323029100458372,0.0036441523923117745,5.549083547237937e-10,5.359047680397847e-10,5.739119414078026e-10,7.076455302357611e-08,6.864605820091673e-08,7.288304784623548e-08,2.7745417736189687e-05,2.679523840198924e-05,2.8695597070390134e-05,2.7745417736189687e-05,2.679523840198924e-05,2.8695597070390134e-05,0.003538227651178806,0.0034323029100458372,0.0036441523923117745,1.2408128024449693e-07,1.1983194908032155e-07,1.283306114086723e-07
